# Strain, Stress
0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000083e-02,5.097123964481393728e+02
8.000000000000000167e-02,5.877937868771554122e+02
4.000000000000000083e-02,-2.198041585228738199e+02
